gene_id,Symbol,product,,gene_synonym,EC_number
b2510,yfgJ,zinc ribbon domain-containing protein YfgJ,,ECK2506,
b2511,der,50S ribosomal subunit stability factor,,ECK2507; engA; yfgK,3.6.5.3
b2512,bamB,outer membrane protein assembly factor BamB,,ECK2508; yfgL,
b2513,yfgM,ancillary SecYEG translocon subunit,,ECK2509,
b2514,hisS,histidine--tRNA ligase,,ECK2510,6.1.1.21
b4761,sroE,small RNA SroE,,ECK4618; k20,
b2515,ispG,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),,ECK2511; gcpE,1.17.7.3
b2516,rodZ,cytoskeleton protein RodZ,,ECK2512; yfgA,
b2517,rlmN,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,,ECK2513; yfgB,2.1.1.192
b2518,ndk,nucleoside diphosphate kinase,,ECK2514,2.7.4.6
b2519,pbpC,peptidoglycan glycosyltransferase PbpC,,ECK2515; yfgN,
b2520,yfhM,alpha2-macroglobulin,,ECK2516,
b2521,sseA,3-mercaptopyruvate sulfurtransferase,,ECK2517; mstA,2.8.1.1; 2.8.1.2
b4811,timR,putative small regulatory RNA TimR,,ECK4668,
b4440,ryfA,small regulatory RNA RyfA,,ECK2518; PAIR3b; tp1,
b4812,timP,putative toxic protein TimP,,ECK4669,
b2522,sseB,protein SseB,,ECK2519,
b2523,pepB,aminopeptidase B,,ECK2520; yfhI,3.4.11.23
b2524,iscX,accessory [Fe-S] cluster assembly protein IscX,,ECK2521; yfhJ,
b2525,fdx,reduced ferredoxin,,ECK2522,
b2526,hscA,[Fe-S] cluster biosynthesis chaperone HscA,,ECK2523; hsc,
b2527,hscB,[Fe-S] cluster biosynthesis co-chaperone HscB,,ECK2524; yfhE,
b2528,iscA,iron-sulfur cluster insertion protein IscA,,ECK2525; yfhF,
b2529,iscU,scaffold protein for [Fe-S] cluster assembly,,ECK2526; nifU; yfhN,
b2530,iscS,cysteine desulfurase IscS,,ECK2527; nuvC; yfhO; yzzO,2.8.1.7
b2531,iscR,DNA-binding transcriptional dual regulator IscR,,ECK2528; yfhP,
b2532,trmJ,tRNA Cm32/Um32 methyltransferase,,ECK2529; yfhQ,2.1.1.200
b2533,suhB,Nus factor SuhB,,ECK2530; ssyA,3.1.3.19; 3.1.3.25
b2534,yfhR,putative peptidase,,ECK2531,
b2535,csiE,stationary phase-inducible protein CsiE,,csi-16; ECK2532,
b2536,hcaT,putative 3-phenylpropionate transporter,,ECK2533; yfhS,
b2537,hcaR,DNA-binding transcriptional dual regulator HcaR,,ECK2534; phdR; yfhT,
b4706,iroK,protein IroK,,ECK4518,
b2538,hcaE,putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha,,digA; ECK2535; hcaA; hcaA1; phdC1; yfhU,1.14.12.19
b2539,hcaF,putative 3-phenylpropionate/cinnamate dioxygenase subunit beta,,digB; ECK2536; hcaA; hcaA2; hcaB; phdC2; yfhV,1.14.12.19
b2540,hcaC,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,,ECK2537; hcaa3; phdB; yfhW,1.14.12.19
b2541,hcaB,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase",,ECK2538; phdD; yfhX,1.3.1.87
b2542,hcaD,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,,ECK2539; hcaa4; phdA; yfhY,1.14.12.19
b2543,yphA,putative inner membrane protein,,ECK2540,
b2544,yphB,putative aldose 1-epimerase YphB,,ECK2541,
b2545,yphC,putative zinc-binding dehydrogenase YphC,,ECK2542,
b2546,yphD,putative ABC transporter membrane subunit YphD,,ECK2543,
b2547,yphE,putative ABC transporter ATP-binding protein YphE,,ECK2544,
b2548,yphF,putative ABC transporter periplasmic binding protein YphF,,ECK2545,
b2549,yphG,DUF5107 domain-containing protein YphG,,ECK2546,
b2550,yphH,"putative DNA-binding transcriptional regulator, NAGC-like",,ECK2547,
b2551,glyA,serine hydroxymethyltransferase,,ECK2548,2.1.2.1; 4.3.1.18
b2552,hmp,nitric oxide dioxygenase,,ECK2549; fsrB; hmpA,1.14.12.17; 1.5.1.34
b2553,glnB,nitrogen regulatory protein PII-1,,ECK2550,
b2554,glrR,DNA-binding transcriptional activator GlrR,,ECK2551; qseF; yfhA,
b2555,qseG,outer membrane lipoprotein QseG,,ECK2552; yfhG,
b2556,glrK,histidine kinase GlrK,,ECK2553; qseE; yfhK; yfhZ,2.7.13.3
b4441,glmY,small regulatory RNA GlmY,,ECK2554; sroF; tke1,
b2557,purL,phosphoribosylformylglycinamide synthetase,,ECK2555; purI,6.3.5.3
b2558,mltF,membrane-bound lytic murein transglycosylase F,,ECK2556; yfhD,
b2559,tadA,tRNA adenosine(34) deaminase,,ECK2557; yfhC,
b2560,pgpC,phosphatidylglycerophosphatase C,,ECK2558; yfhB,3.1.3.27
b2561,yfhH,putative DNA-binding transcriptional regulator YfhH,,ECK2559,
b2562,yfhL,putative 4Fe-4S cluster-containing protein YfhL,,ECK2560,
b4687,shoB,toxic peptide ShoB,,b4681; ECK4502; ryfB; yphI,
b4608,ohsC,small regulatory RNA OhsC,,ECK4417; ryfC,
b2563,acpS,holo-[acyl-carrier-protein] synthase,,dpj; ECK2561,2.7.8.7
b2564,pdxJ,pyridoxine 5'-phosphate synthase,,ECK2562,2.6.99.2
b2565,recO,recombination mediator protein RecO,,ECK2563,
b2566,era,30S ribosomal subunit maturation GTPase Era,,ECK2564; rbaA; sdgE,3.6.5.3
b2567,rnc,RNase III,,ECK2565,3.1.26.3
b2568,lepB,signal peptidase I,,ECK2566; lep,3.4.21.89
b2569,lepA,30S ribosomal subunit biogenesis factor LepA,,ECK2567,3.6.5.3
b2570,rseC,regulatory protein RseC,,ECK2568,
b2571,rseB,anti-sigma factor stabilizing protein RseB,,ECK2569,
b2572,rseA,anti-sigma-E factor RseA,,ECK2570; mclA; yfiJ,
b2573,rpoE,RNA polymerase sigma factor RpoE,,ECK2571; sigE,
b4725,rseD,rpoE leader peptide,,ECK4582,
b2574,nadB,L-aspartate oxidase,,ECK2572; nic; nicB,1.4.3.16
b2575,yfiC,tRNA m(6)A37 methyltransferase,,ECK2573; trmM,2.1.1.223
b2576,srmB,ATP-dependent RNA helicase SrmB,,ECK2574; rbaB; rhlA,5.6.2.7
b2577,yfiE,putative LysR-type DNA-binding transcriptional regulator YfiE,,ECK2575,
b2578,eamB,cysteine/O-acetylserine exporter EamB,,ECK2576; yfiK,
b2579,grcA,stress-induced alternate pyruvate formate-lyase subunit,,ECK2577; yfiD,2.3.1.54
b2580,ung,uracil-DNA glycosylase,,ECK2578,3.2.2.27
b2581,yfiF,putative methyltransferase YfiF,,ECK2579,
b2582,trxC,thioredoxin 2,,ECK2580; yfiG,
b2583,tapT,tRNA 3-amino-3-carboxypropyltransferase,,ECK2581; tuaA; yfiP,2.5.1.25
b2584,patZ,peptidyl-lysine N-acetyltransferase,,ECK2582; pka; yfiQ,
b4782,pssL,protein PssL,,ECK4639,
b2585,pssA,phosphatidylserine synthase,,ECK2583; pss,2.7.8.8
b2586,yfiM,DUF2279 domain-containing protein YfiM,,ECK2584,
b2587,kgtP,alpha-ketoglutarate:H(+) symporter,,ECK2585; witA,
b4783,yfiS,protein YfiS,,ECK4639,
b2588,rrfG,5S ribosomal RNA,,ECK2586,
b2589,rrlG,23S ribosomal RNA,,ECK2587,
b2590,gltW,tRNA-Glu,,ECK2588,
b2591,rrsG,16S ribosomal RNA,,ECK2589,
b2592,clpB,chaperone protein ClpB; ClpB80,,ECK2590; htpM,
b4609,ryfD,small regulatory RNA RyfD,,ECK4418,
b2593,yfiH,purine nucleoside phosphorylase YfiH,,ECK2591; pgeF,1.10.3.2; 2.4.2.28
b2594,rluD,23S rRNA pseudouridine(1911/1915/1917) synthase,,ECK2592; sfhB; yfiI,5.4.99.23
b2595,bamD,outer membrane protein assembly factor BamD,,ecfD; ECK2593; yfiO,
b2597,raiA,ribosome-associated inhibitor A,,ECK2594; pY; urf1; yfiA,
b4805,raiZ,small RNA RaiZ,,ECK4662,
b2598,pheL,phe operon leader peptide,,ECK2595; pheAE,
b2599,pheA,fused chorismate mutase/prephenate dehydratase,,ECK2596,4.2.1.51; 5.4.99.5
b2600,tyrA,fused chorismate mutase/prephenate dehydrogenase,,ECK2597,1.3.1.12; 5.4.99.5
b2601,aroF,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",,ECK2598,2.5.1.54
b2602,yfiL,DUF2799 domain-containing lipoprotein YfiL,,ECK2599,
b2603,yfiR,DUF4154 domain-containing protein YfiR,,ECK2600,
b2604,dgcN,diguanylate cyclase DgcN,,ECK2601; yfiN,2.7.7.65
b2605,yfiB,lipoprotein YfiB,,ECK2602,
b2606,rplS,50S ribosomal subunit protein L19,,ECK2603,
b2607,trmD,tRNA m(1)G37 methyltransferase,,ECK2604,2.1.1.228
b2608,rimM,ribosome maturation factor RimM,,ECK2605; yfjA,
b2609,rpsP,30S ribosomal subunit protein S16,,ECK2606,
b2610,ffh,signal recognition particle protein component,,ECK2607,
b2611,ypjD,cytochrome c assembly family protein,,ECK2608,
b4461,yfjD,UPF0053 family inner membrane protein YfjD,,b2612; b2613; ECK2609; ypjE,
b2614,grpE,nucleotide exchange factor GrpE,,ECK2610,
b2615,nadK,NAD kinase,,ECK2611; yfjB; yfjE,2.7.1.23
b2616,recN,DNA repair protein RecN,,ECK2612; radB,
b2617,bamE,outer membrane protein assembly factor BamE,,ECK2613; smpA; smqA,
b2618,yfjF,putative component of the Rsx system,,ECK2614; ratB,
b2619,ratA,ribosome association toxin RatA,,ECK2615; yfjG,
b2620,smpB,SsrA-binding protein,,ECK2616; smqB,
b2621,ssrA,,,ECK2617; sipB,
b2622,intA,integrase IntA,,ECK2618; intX; slpA,
b2623,yfjH,uncharacterized protein YfjH,,ECK2619,
b2624,alpA,DNA-binding transcriptional activator AlpA,,ECK2620,
b2625,yfjI,DUF3987 domain-containing protein YfjI,,ECK2621,
b2626,yfjJ,protein YfjJ,,ECK2622,
b2627,abpB,putative helicase YfjK,,ECK2623; yfjK,
b2628,abpA,anti-bacteriophage protein,,ECK2624; yfjL,
b2629,yfjM,protein YfjM,,ECK2625,
b2630,rnlA,"RNase LS, toxin of the RnlAB toxin-antitoxin system",,ECK2626; std; yfjN,
b2631,rnlB,antitoxin RnlB,,ECK2627; yfjO,
b2632,yfjP,putative GTP-binding protein YfjP,,ECK2628,
b2633,yfjQ,DUF932 domain-containing protein YfjQ,,ECK2629,
b2634,yfjR,putative DNA-binding transcriptional regulator YfjR,,ECK2630,
b2635,ypjK,uncharacterized protein YpjK,,ECK2631,
b2636,yfjS,inner membrane lipoprotein YfjS,,ECK2632,
b2637,yfjT,uncharacterized protein YfjT,,ECK2633,
b2638,yfjU,putative arsenate reductase-like protein YfjU,,ECK2634,
b2641,yfjV,,,b2639; b2640; ECK2635; ECK2636; ECK2637; ypjL; ypjM,
b2642,yfjW,uncharacterized protein YfjW,,ECK2638,
b4644,ypjI,,,ECK4438,
b2643,lfgA,putative antirestriction protein,,ECK2639; yfjX,
b2644,lfgB,CP4-57 prophage protease,,ECK2640; yfjY,
b4548,ypjJ,DUF987 domain-containing protein YpjJ,,ECK2641; lfgC,
b2645,yfjZ,putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,,ECK2642; lfgD,
b2646,ypjF,toxin of the YpjF-YfjZ toxin-antitoxin system,,ECK2643; lfgE,
b4645,psaA,,,ECK4465,
b2647,ypjA,adhesin-like autotransporter YpjA,,ECK2644,
b2648,pinH,,,ECK2645; ypjG,
b2649,ypjB,DUF5508 domain-containing protein YpjB,,ECK2646,
b2650,ypjC,DUF5507 domain-containing protein YpjC,,ECK2647,
b2652,ileY,tRNA-Ile,,ECK2648,
b4462,ygaQ,,,b2654; b2655; b2656; b2657; b2658; ECK2649; G7391; G7392; G7393; ygaR; yqaC; yqaD,
b2659,glaH,glutarate dioxygenase GlaH,,csi-12; csiD; ECK2653; ygaT,1.14.11.64
b2660,lhgD,L-2-hydroxyglutarate dehydrogenase,,ECK2654; lhgO; ygaF,1.1.5.13
b2661,gabD,succinate-semialdehyde dehydrogenase (NADP(+)) GabD,,ECK2655,1.2.1.20; 1.2.1.79
b2662,gabT,4-aminobutyrate aminotransferase GabT,,ECK2656,2.6.1.11; 2.6.1.19; 2.6.1.48
b2663,gabP,4-aminobutanoate:H(+) symporter,,ECK2657,
b2664,glaR,DNA-binding transcriptional repressor GlaR,,csiR; ECK2658; gabC; ygaE,
b2665,kbp,K(+) binding protein,,ECK2659; ygaU; yzzM,
b2666,yqaE,Pmp3 family protein YqaE,,ECK2660,
b2667,ygaV,putative DNA-binding transcriptional regulator YgaV,,ECK2661,
b2668,ygaP,thiosulfate sulfurtransferase YgaP,,ECK2662,2.8.1.1
b2669,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,,ECK2663; hnsB,
b2670,alaE,L-alanine exporter,,ECK2664; ygaW,
b2671,ygaC,DUF2002 domain-containing protein YgaC,,ECK2665,
b2672,ygaM,tail-anchored inner membrane protein YgaM,,ECK2666,
b2673,nrdH,glutaredoxin-like protein NrdH,,ECK2667; ygaN,
b2674,nrdI,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,,ECK2668; ygaO,
b2675,nrdE,ribonucleoside-diphosphate reductase 2 subunit alpha,,ECK2669,1.17.4.1
b2676,nrdF,ribonucleoside-diphosphate reductase 2 subunit beta,,ECK2670; ygaD,1.17.4.1
b2677,proV,glycine betaine ABC transporter ATP binding subunit ProV,,ECK2671; osrA; proU,7.6.2.9
b2678,proW,glycine betaine ABC transporter membrane subunit ProW,,ECK2672; osrA; proU,7.6.2.9
b2679,proX,glycine betaine ABC transporter periplasmic binding protein ProX,,ECK2673; osrA; proU,7.6.2.9
b2681,ygaY,,,b2680; ECK2674; ECK2675; ygaX,
b2682,ygaZ,"L-valine exporter, YgaZ component",,ECK2676,
b2683,ygaH,"L-valine exporter, YgaH component",,ECK2677,
b2684,mprA,DNA-binding transcriptional regulator MprA,,ECK2678; emrR,
b2685,emrA,multidrug efflux pump membrane fusion protein EmrA,,ECK2679,
b2686,emrB,multidrug efflux pump membrane subunit EmrB,,ECK2680,
b2687,luxS,S-ribosylhomocysteine lyase,,ECK2681; ygaG,4.4.1.21
b4442,micA,small regulatory RNA MicA,,ECK2682; psrA10; sraD,
b2688,gshA,glutamate--cysteine ligase,,ECK2683; gsh-I,6.3.2.2
b2689,yqaA,DedA family protein YqaA,,ECK2684,
b2690,yqaB,fructose-1-phosphate phosphatase YqaB,,ECK2685,
b2691,argQ,tRNA-Arg,,argVdelta; ECK2686,
b2692,argZ,tRNA-Arg,,argVgamma; ECK2687,
b2693,argY,tRNA-Arg,,argVbeta; ECK2688,
b2694,argV,tRNA-Arg,,argValpha; ECK2689,
b2695,serV,tRNA-Ser,,ECK2690; supD,
b2696,csrA,carbon storage regulator,,ECK2691; zfiA,
b2697,alaS,alanine--tRNA ligase/DNA-binding transcriptional repressor,,act; ala-act; ECK2692; lovB,6.1.1.7
b2698,recX,RecA inhibitor RecX,,ECK2693; oraA,
b2699,recA,DNA recombination/repair protein RecA,,ECK2694; lexB; recH; rnmB; srf; tif; umuB; zab,
b2700,pncC,NMN aminohydrolase,,ECK2695; ygaD,3.5.1.42
b2701,mltB,membrane-bound lytic murein transglycosylase B,,ECK2696; slt,
b2702,srlA,sorbitol-specific PTS enzyme IIC2 component,,ECK2697; gutA; sbl; srlA-1,2.7.1.197; 2.7.1.198
b2703,srlE,sorbitol-specific PTS enzyme IIBC1 component,,ECK2698; gutA; gutE; sbl; srlA; srlA-2,2.7.1.197; 2.7.1.198
b2704,srlB,sorbitol-specific PTS enzyme IIA component,,ECK2699; gutB,2.7.1.197; 2.7.1.198
b2705,srlD,sorbitol-6-phosphate 2-dehydrogenase,,ECK2700; gutD,1.1.1.140
b2706,gutM,DNA-binding transcriptional activator GutM,,ECK2701; gut; srlM,
b2707,srlR,DNA-binding transcriptional repressor SrlR,,ECK2702; gutR,
b2708,gutQ,D-arabinose 5-phosphate isomerase GutQ,,ECK2703; srlQ,5.3.1.13
b2709,norR,DNA-binding transcriptional dual regulator NorR,,ECK2704; ygaA,
b2710,norV,anaerobic nitric oxide reductase flavorubredoxin,,ECK2705; ygaI; ygaJ; ygaK,
b2711,norW,NADH:flavorubredoxin reductase,,ECK2706; ygaL; ygbD,1.18.1.1
b2712,hypF,carbamoyl--[HypE] ligase,,ECK2707; hydA,
b2713,hydN,putative electron transport protein HydN,,ECK2708,
b2714,ascG,DNA-binding transcriptional repressor AscG,,ECK2709; sac,
b2715,ascF,cryptic beta-glucoside specific PTS enzyme IIBC component,,ECK2710; sac,2.7.1.199
b2716,ascB,cryptic 6-phospho-beta-glucosidase AscB,,ECK2711; sac,3.2.1.86
b2717,hycI,hydrogenase 3 maturation protease,,ECK2712,
b2718,hycH,formate hydrogenlyase assembly protein,,ECK2713; hevH,
b2719,hycG,hydrogenase 3 [Fe-S] protein HycG,,ECK2714; hevG,1.12.7.2
b2720,hycF,hydrogenase 3 [Fe-S] protein HycF,,ECK2715; hevF,1.12.7.2
b2721,hycE,hydrogenase 3 large subunit,,ECK2716; hevE,1.12.7.2
b2722,hycD,hydrogenase 3 membrane subunit HycD,,ECK2717; hevD,1.12.7.2
b2723,hycC,hydrogenase 3 membrane subunit HycC,,ECK2718; hevC,1.12.7.2
b2724,hycB,hydrogenase 3 [Fe-S] protein HycB,,ECK2719; hevB,1.12.7.2
b2725,hycA,regulator of the transcriptional regulator FhlA,,ECK2720; hevA,
b2726,hypA,hydrogenase 3 Ni(2(+)) incorporation protein HypA,,ECK2721,
b2727,hypB,hydrogenase isoenzymes Ni(2(+)) incorporation protein HypB,,ECK2722; hydB,
b2728,hypC,hydrogenase maturation factor HypC,,ECK2723,
b2729,hypD,Fe-(CN)2CO cofactor assembly scaffold protein HypD,,ECK2724; hydF,
b2730,hypE,carbamoyl dehydratase HypE,,ECK2725; hydB,
b2731,fhlA,DNA-binding transcriptional activator FhlA,,ECK2726; fhl,
b2732,ygbA,protein YgbA,,ECK2727,
b2733,mutS,DNA mismatch repair protein MutS,,ant; ECK2728; fdv; plm,
b2734,pphB,phosphoprotein phosphatase 2,,ECK2729; prpB; ygbH,3.1.3.16; 3.1.3.48
b2735,ygbI,DNA-binding transcriptional repressor YgbI,,ECK2730,
b2736,ygbJ,putative L-threonate dehydrogenase,,ECK2731,
b2737,ygbK,putative 3-oxo-tetronate kinase YgbK,,ECK2732,
b2738,ygbL,putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL,,ECK2733,
b2739,ygbM,putative 2-oxo-tetronate isomerase YgbM,,ECK2734,
b2740,ygbN,putative transporter YgbN,,ECK2735,
b2741,rpoS,RNA polymerase sigma factor RpoS,,abrD; appR; csi2; dpeB; ECK2736; katF; nur; otsX; sigS,
b2742,nlpD,murein hydrolase activator NlpD,,ECK2737,
b2743,pcm,protein-L-isoaspartate O-methyltransferase,,ECK2738,2.1.1.77
b2744,umpG,broad specificity 5'(3')-nucleotidase and polyphosphatase,,ECK2739; surE; ygbC,3.1.3.5; 3.1.3.6
b2745,truD,tRNA pseudouridine(13) synthase,,ECK2740; ygbO,5.4.99.27
b2746,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,ECK2741; ygbB,4.6.1.12
b2747,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,ECK2742; ygbP,2.7.7.60
b2748,ftsB,cell division protein FtsB,,ECK2743; ygbQ,
b2749,ygbE,DUF3561 domain-containing inner membrane protein YgbE,,ECK2744,
b2750,cysC,adenylyl-sulfate kinase,,ECK2745,2.7.1.25
b2751,cysN,sulfate adenylyltransferase subunit 1,,ECK2746,2.7.7.4
b2752,cysD,sulfate adenylyltransferase subunit 2,,ECK2747,2.7.7.4
b2753,iap,alkaline phosphatase isozyme conversion protein,,ECK2748,
b2754,cas2,CRISPR-associated endoribonuclease Cas2,,ECK2749; ygbF,
b2755,cas1,multifunctional nuclease Cas1,,ECK2750; ygbT,
b2756,casE,pre-CRISPR RNA endonuclease,,cas6e; cse3; ECK2751; ygcH,
b2757,casD,type I-E CRISPR system Cascade subunit CasD,,cas5e; ECK2752; ygcI,
b2758,casC,type I-E CRISPR system Cascade subunit CasC,,cas7; cse4; ECK2753; ygcJ,
b2759,casB,type I-E CRISPR system Cascade subunit CasB,,cse2; ECK2754; ygcK,
b2760,casA,type I-E CRISPR system Cascade subunit CasA,,cse1; ECK2755; ygcL,
b2761,cas3,CRISPR-associated endonuclease/helicase Cas3,,ECK2756; ygcB,
b4701,sokX,small RNA SokX,,ECK4514,
b2762,cysH,phosphoadenosine phosphosulfate reductase,,ECK2757,1.8.4.8
b2763,cysI,"sulfite reductase, hemoprotein subunit",,ECK2758,1.8.1.2
b2764,cysJ,"sulfite reductase, flavoprotein subunit",,ECK2759,1.5.1.30; 1.8.1.2
b2765,queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",,ECK2760; sscR; ygcM,4.1.2.50
b2766,ygcN,putative oxidoreductase with FAD/NAD(P)-binding domain,,ECK2761,
b2767,ygcO,putative 4Fe-4S cluster-containing protein,,ECK2762,
b2768,ygcP,putative anti-terminator regulatory protein,,ECK2763,
b2769,ygcQ,putative flavoprotein,,ECK2764,
b2770,ygcR,putative flavoprotein,,ECK2765,
b2771,ygcS,putative transporter YgcS,,ECK2766,
b4463,ygcU,putative FAD-containing dehydrogenase,,b2772; b2773; ECK2767; ygcT; ygcV,
b2774,ygcW,putative deoxygluconate dehydrogenase,,ECK2768,
b2775,yqcE,putative transport protein YqcE,,ECK2769; yqcF,
b2776,ygcE,putative sugar kinase YgcE,,ECK2770,
b2777,queE,putative 7-carboxy-7-deazaguanine synthase QueE,,ECK2771; ygcF,4.3.99.3
b4682,yqcG,cell envelope stress response protein YqcG,,ECK4497,
b2778,ygcG,TPM domain-containing protein YgcG,,ECK2772,
b2779,eno,enolase,,ECK2773,4.2.1.11
b2780,pyrG,CTP synthetase,,ECK2774,6.3.4.2
b2781,mazG,nucleoside triphosphate pyrophosphohydrolase,,ECK2775,3.6.1.9
b2782,mazF,endoribonuclease toxin MazF,,chpA; chpAK; ECK2776,
b4844,ameF,small antisense RNA aMEF,,ECK4701,
b2783,mazE,antitoxin of the MazF-MazE toxin-antitoxin system MazE,,chpAI; chpR; ECK2777,
b2784,relA,GDP/GTP pyrophosphokinase,,ECK2778; RC,2.7.6.5
b2785,rlmD,23S rRNA m(5)U1939 methyltransferase,,ECK2779; rumA; ygcA,2.1.1.190
b2786,barA,sensor histidine kinase BarA,,airS; ECK2780,2.7.13.3
b2787,gudD,D-glucarate dehydratase,,ECK2781; ygcX,4.2.1.40
b2788,gudX,glucarate dehydratase-related protein,,ECK2782; ygcY,
b2789,gudP,galactarate/D-glucarate transporter GudP,,ECK2783; gudT; ygcZ,
b2790,yqcA,putative flavodoxin YqcA,,ECK2784,
b2791,truC,tRNA pseudouridine(65) synthase,,ECK2785; yqcB,5.4.99.26
b2792,yqcC,DUF446 domain-containing protein YqcC,,ECK2786,
b4408,csrB,small regulatory RNA CsrB,,ECK2787,
b2793,syd,SecY-interacting protein,,ECK2788; ydr,
b2794,queF,7-cyano-7-deazaguanine reductase,,ECK2789; yqcD,1.7.1.13
b2795,ppnN,nucleotide 5'-monophosphate nucleosidase,,ECK2790; ygdH,3.2.2.10; 3.2.2.12; 3.2.2.4
b2796,sdaC,L-serine:H(+) symporter,,dcrA; ECK2791,
b2797,sdaB,L-serine deaminase II,,ECK2792,4.3.1.17
b2798,ygdG,flap endonuclease,,ECK2793; exo; xni,
b2799,fucO,"L-1,2-propanediol oxidoreductase",,ECK2794,1.1.1.77
b2800,fucA,L-fuculose-phosphate aldolase,,ECK2795; fucC; prd,4.1.2.17
b2801,fucP,L-fucose:H(+) symporter,,ECK2796,
b2802,fucI,L-fucose isomerase,,ECK2797,5.3.1.25; 5.3.1.3
b2803,fucK,L-fuculokinase,,ECK2798,2.7.1.51
b2804,fucU,L-fucose mutarotase,,ECK2799,5.1.3.29; 5.4.99.62
b2805,fucR,DNA-binding transcriptional activator FucR,,ECK2800,
b2806,rlmM,23S rRNA 2'-O-ribose C2498 methyltransferase,,ECK2801; ygdE,2.1.1.186
b2807,ygdD,DUF423 domain-containing inner membrane protein YgdD,,ECK2802,
b2808,gcvA,DNA-binding transcriptional dual regulator GcvA,,ECK2803,
b4443,gcvB,small regulatory RNA GcvB,,ECK2804; IS145; psrA11,
b2809,ygdI,DUF903 domain-containing lipoprotein YgdI,,ECK2805,
b2810,csdA,cysteine sulfinate desulfinase,,ECK2806; ygdJ,
b2811,csdE,sulfur acceptor protein CsdE,,ECK2807; ygdK,
b2812,tcdA,tRNA threonylcarbamoyladenosine dehydratase,,csdL; ECK2808; ygdL,
b2813,mltA,membrane-bound lytic murein transglycosylase A,,ECK2809; mlt; ygdM,
b2814,metZ,tRNA-Met,,ECK2810; metZalpha,
b2815,metW,tRNA-Met,,ECK2811,
b2816,metV,tRNA-Met,,ECK2812; metX; metZ-beta; metZb; metZbeta,
b2817,amiC,N-acetylmuramoyl-L-alanine amidase C,,ECK2813; ygdN,3.5.1.28
b2818,argA,N-acetylglutamate synthase,,Arg1; Arg2; ECK2814,2.3.1.1
b2819,recD,exodeoxyribonuclease V subunit RecD,,ECK2815; hopE,3.1.11.5; 5.6.2.3
b2820,recB,exodeoxyribonuclease V subunit RecB,,ECK2816; ior; rorA,3.1.11.5; 5.6.2.4
b2821,ptrA,protease 3,,ECK2817; ptr,3.4.24.55
b2822,recC,exodeoxyribonuclease V subunit RecC,,ECK2818,3.1.11.5
b2823,ppdC,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC,,ECK2819; ygdA,
b2824,ygdB,DUF2509 domain-containing protein YgdB,,ECK2820,
b2825,ppdB,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB,,ECK2821; ygdC,
b2826,ppdA,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA,,ECK2822,
b2827,thyA,thymidylate synthase,,ECK2823,2.1.1.45
b2828,lgt,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,,ECK2824; umpA,2.5.1.145
b2829,ptsP,phosphoenolpyruvate-protein phosphotransferase PtsP,,ECK2825; ygdF; ygdO,
b2830,rppH,RNA pyrophosphohydrolase,,ECK2826; nudH; ygdP,
