gene_id,Symbol,product,,gene_synonym,EC_number
b2174,lpxT,lipid A-core phosphotransferase,,ECK2168; yeiU,2.7.4.29; 3.6.1.27
b2175,mepS,"peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase",,ECK2169; spr; yeiV,
b2176,pdeN,putative c-di-GMP phosphodiesterase PdeN,,ECK2170; rtn,
b2177,yejA,oligopeptide ABC transporter periplasmic binding protein YejA,,ECK2171,7.4.2.6
b2178,yejB,putative oligopeptide ABC transporter membrane subunit YejB,,ECK2172,7.4.2.6
b2179,yejE,putative oligopeptide ABC transporter membrane subunit YejE,,ECK2173,7.4.2.6
b2180,yejF,oligopeptide ABC transporter ATP binding subunit YejF,,ECK2174,7.4.2.6
b2181,yejG,protein YejG,,ECK2175,
b2182,bcr,multidrug efflux pump Bcr,,bicA; bicR; ECK2176; sur; suxA,
b2183,rsuA,16S rRNA pseudouridine(516) synthase,,ECK2177; yejD,5.4.99.19
b2184,radD,DNA repair helicase RadD,,ECK2178; yejH; yejI; yejJ,
b2185,rplY,50S ribosomal subunit protein L25,,ECK2179,
b2186,yejK,nucleoid-associated protein YejK,,ECK2180; ndpA,
b2187,yejL,DUF1414 domain-containing protein YejL,,ECK2181,
b2188,lapC,lipopolysaccharide signal transducer LapC,,ECK2182; pbgA; yejM; yejN,
b2189,proL,tRNA-Pro,,ECK2183; proW,
b2190,yejO,adhesin-like autotransporter YejO,,ECK2184,
b2192,insH8,IS5 transposase and trans-activator,,ECK0261; trs5-8; yi52_8,
b2193,narP,DNA-binding transcriptional dual regulator NarP,,ECK2185,
b2194,ccmH,holocytochrome c synthase CcmH component,,ECK2186; yejP,
b2195,ccmG,thiol:disulfide oxidoreductase CcmG,,dsbE; ECK2187; yejQ,
b2196,ccmF,holocytochrome c synthase CcmF component,,ECK2188; yejR,
b2197,ccmE,periplasmic heme chaperone,,ECK2189; yejS,
b2198,ccmD,cytochrome c maturation protein D,,ECK2190; yojM,
b2199,ccmC,cytochrome c maturation protein C,,ECK2191; yejT; yejU,
b2200,ccmB,cytochrome c maturation protein B,,ECK2192; yejV,
b2201,ccmA,cytochrome c maturation protein A,,ECK2193; yejW,
b2202,napC,periplasmic nitrate reductase cytochrome c protein,,ECK2194; yejX,7.1.1.8
b2203,napB,periplasmic nitrate reductase cytochrome c550 protein,,ECK2195; yejY,1.9.6.1
b2204,napH,ferredoxin-type protein NapH,,ECK2196; yejZ,7.1.1.8
b2205,napG,ferredoxin-type protein NapG,,ECK2197; yojA; yojB,7.1.1.8
b2206,napA,periplasmic nitrate reductase subunit NapA,,ECK2198; yojC; yojD; yojE,1.9.6.1
b2207,napD,NapA signal peptide-binding chaperone NapD,,ECK2199; yojF,
b2208,napF,ferredoxin-type protein,,ECK2200; yojG,
b4604,yojO,uncharacterized protein YojO,,ECK4413,
b2209,eco,serine protease inhibitor ecotin,,ECK2201; eti,
b2210,mqo,malate:quinone oxidoreductase,,ECK2202; yojH,1.1.5.4
b2211,yojI,ABC transporter family protein/microcin J25 efflux protein,,ECK2203; yojJ,
b2212,alkB,DNA oxidative demethylase,,aidD; ECK2204,1.14.11.54
b2213,ada,DNA-binding transcriptional dual regulator/DNA repair protein Ada,,ECK2205,2.1.1.63
b2214,ftp,FAD:protein FMN transferase,,apbE; ECK2206; yojK; yojL,2.7.1.180
b2215,ompC,outer membrane porin C,,ECK2207; meoA; par,
b4439,micF,small regulatory RNA MicF,,ECK2208; stc,
b2216,rcsD,RcsD phosphotransferase,,ECK2209; yojN; yojP; yojQ,
b2217,rcsB,DNA-binding transcriptional activator RcsB,,ECK2210,
b2218,rcsC,histidine kinase RcsC,,ECK2211,2.7.13.3
b2219,atoS,sensor histidine kinase AtoS,,ECK2212,2.7.13.3
b2220,atoC,DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC,,ECK2213,
b2221,atoD,acetyl-CoA:acetoacetyl-CoA transferase subunit alpha,,ECK2214,2.8.3.9
b2222,atoA,acetyl-CoA:acetoacetyl-CoA transferase subunit beta,,ECK2215,2.8.3.9
b2223,atoE,short chain fatty acid transporter,,ECK2216,
b2224,atoB,acetyl-CoA acetyltransferase,,ECK2217,2.3.1.16
b2225,yfaP,DUF2135 domain-containing protein YfaP,,ECK2218,
b2226,yfaQ,tandem DUF2300 domain-containing protein YfaQ,,ECK2219,
b4500,yfaS,,,b2227; b2228; ECK2220; yfaR,
b2229,yfaT,DUF1175 domain-containing protein YfaT,,ECK2221,
b2230,yfaA,DUF2138 domain-containing protein YfaA,,ECK2222; pufY,
b2231,gyrA,DNA gyrase subunit A,,ECK2223; hisW; nalA; nfxA; norA; parD,5.6.2.2
b2232,ubiG,bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase,,ECK2224; pufX; yfaB,2.1.1.222; 2.1.1.64
b2233,yfaL,putative autotransporter adhesin YfaL,,ECK2225; yfaF; yfaJ; yfaK,
b4605,ypaB,protein YpaB,,ECK4414,
b2234,nrdA,ribonucleoside-diphosphate reductase 1 subunit alpha,,dnaF; ECK2226,1.17.4.1
b4779,yoaM,protein YoaM,,ECK4636,
b2235,nrdB,ribonucleoside-diphosphate reductase 1 subunit beta,,ECK2227; ftsB,1.17.4.1
b2236,yfaE,ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE,,ECK2228,
b2237,inaA,putative lipopolysaccharide kinase InaA,,ECK2229; yfaG,
b2238,yfaH,,,ECK2230,
b2239,glpQ,glycerophosphoryl diester phosphodiesterase GlpQ,,ECK2231,3.1.4.46
b2240,glpT,sn-glycerol 3-phosphate:phosphate antiporter,,ECK2232,
b2241,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,,ECK2233,1.1.5.3
b2242,glpB,anaerobic glycerol-3-phosphate dehydrogenase subunit B,,ECK2234; psi-51,1.1.5.3
b2243,glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit C,,ECK2235,1.1.5.3
b2244,rpnE,inactive recombination-promoting nuclease-like protein RpnE,,ECK2236; yfaD,
b4543,ypaA,,,ECK2237,
b2245,yfaU,2-keto-3-deoxy-L-rhamnonate aldolase,,ECK2238,4.1.2.53
b2246,yfaV,putative transporter YfaV,,ECK2239,
b2247,rhmD,L-rhamnonate dehydratase,,ECK2240; yfaW,4.2.1.90
b2248,yfaX,putative DNA-binding transcriptional regulator YfaX,,ECK2241,
b2249,yfaY,IPR008135 CinA family protein YfaY,,ECK2242,
b2250,yfaZ,putative porin YfaZ,,ECK2243,
b2251,nudI,pyrimidine deoxynucleotide diphosphatase NudI,,ECK2244; yfaO,3.6.1.12; 3.6.1.23; 3.6.1.68
b2252,ais,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,,ECK2245; pagH; pmrG,
b2253,arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,,ECK2246; pmrH; yfbE,2.6.1.87
b2254,arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,,ECK2247; pmrF; yfbF,2.4.2.53
b2255,arnA,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,,ECK2248; pmrI; SAF; yfbG,1.1.1.305; 2.1.2.13
b2256,arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,,ECK2249; pmrJ; yfbH,
b2257,arnT,lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase,,ECK2250; pmrK; yfbI,2.4.2.43
b4544,arnE,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit,,ECK2251; yfbW,
b2258,arnF,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit,,ECK2252; yfbJ,
b2259,pmrD,signal transduction protein PmrD,,ECK2253,
b2260,menE,o-succinylbenzoate--CoA ligase,,ECK2254,6.2.1.26
b2261,menC,o-succinylbenzoate synthase,,ECK2255,4.2.1.113
b2262,menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase",,ECK2256,4.1.3.36
b2263,menH,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",,ECK2257; yfbB,4.2.99.20
b2264,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase,,ECK2258,2.2.1.9
b2265,menF,isochorismate synthase MenF,,ECK2259; yfbA,5.4.4.2
b2266,elaB,tail-anchored inner membrane protein ElaB,,ECK2260; yfbD,
b2267,elaA,putative acetyltransferase ElaA,,ECK2261; yfbC,
b2268,rbn,ribonuclease BN,,ECK2262; ecoZ; elaC; rnz; zipD,
b2269,elaD,protease ElaD,,ECK2263,3.4.19.12
b2270,yfbK,IPR002035/DUF3520 domain-containing protein YfbK,,ECK2264,
b2271,yfbL,putative peptidase YfbL,,ECK2265,
b2272,yfbM,DUF1877 domain-containing protein YfbM,,ECK2266,
b2273,yfbN,uncharacterized protein YfbN,,ECK2267,
b2274,yfbO,uncharacterized protein YfbO,,ECK2268,
b2275,yfbP,uncharacterized protein YfbP,,ECK2269,
b2276,nuoN,NADH:quinone oxidoreductase subunit N,,ECK2270,7.1.1.2
b2277,nuoM,NADH:quinone oxidoreductase subunit M,,ECK2271; nuoA,7.1.1.2
b2278,nuoL,NADH:quinone oxidoreductase subunit L,,ECK2272,7.1.1.2
b2279,nuoK,NADH:quinone oxidoreductase subunit K,,ECK2273,7.1.1.2
b2280,nuoJ,NADH:quinone oxidoreductase subunit J,,ECK2274,7.1.1.2
b2281,nuoI,NADH:quinone oxidoreductase subunit I,,ECK2275,7.1.1.2
b2282,nuoH,NADH:quinone oxidoreductase subunit H,,ECK2276,7.1.1.2
b2283,nuoG,NADH:quinone oxidoreductase subunit G,,ECK2277,7.1.1.2
b2284,nuoF,NADH:quinone oxidoreductase subunit F,,ECK2278,7.1.1.2
b2285,nuoE,NADH:quinone oxidoreductase subunit E,,ECK2279,7.1.1.2
b2286,nuoC,NADH:quinone oxidoreductase subunit CD,,ECK2280; nuoD,7.1.1.2
b2287,nuoB,NADH:quinone oxidoreductase subunit B,,ECK2281,7.1.1.2
b2288,nuoA,NADH:quinone oxidoreductase subunit A,,ECK2282,7.1.1.2
b2289,lrhA,DNA-binding transcriptional dual regulator LrhA,,ECK2283; genR,
b2290,alaA,glutamate--pyruvate aminotransferase AlaA,,ECK2284; yfbQ,2.6.1.2
b2291,yfbR,dCMP phosphohydrolase,,ECK2285,3.1.3.89
b2292,yfbS,putative transporter YfbS,,ECK2286,
b2293,hxpA,hexitol phosphatase A,,ECK2287; yfbT,3.1.3.21; 3.1.3.22; 3.1.3.23; 3.1.3.50
b2294,yfbU,PF03887 family protein YfbU,,ECK2288,
b2295,yfbV,PF04217 family membrane protein YfbV,,ECK2289,
b2296,ackA,acetate kinase,,ECK2290,2.7.2.1; 2.7.2.15
b2297,pta,phosphate acetyltransferase,,ECK2291,2.3.1.222; 2.3.1.8
b2298,yfcC,putative transporter YfcC,,ECK2292,
b2299,yfcD,putative Nudix hydrolase YfcD,,ECK2293,
b2300,yfcE,phosphodiesterase YfcE,,ECK2294,
b2301,yfcF,glutathione S-transferase YfcF,,ECK2295,2.5.1.18
b2302,yfcG,disulfide bond oxidoreductase YfcG,,ECK2296,
b2303,folX,dihydroneopterin triphosphate 2'-epimerase,,ECK2297,5.1.99.7
b2304,yfcH,epimerase family protein YfcH,,ECK2298,
b2305,rpnB,recombination-promoting nuclease RpnB,,ECK2299; yfcI,
b2306,hisP,"lysine/arginine/ornithine ABC transporter/histidine ABC transporter, ATP binding subunit",,ECK2300,7.4.2.1
b2307,hisM,"lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisM",,ECK2301,7.4.2.1
b2308,hisQ,"lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisQ",,ECK2302,7.4.2.1
b2309,hisJ,histidine ABC transporter periplasmic binding protein,,ECK2303,7.4.2.1
b2310,argT,lysine/arginine/ornithine ABC transporter periplasmic binding protein,,ECK2304,7.4.2.1
b2311,ubiX,flavin prenyltransferase,,dedF; ECK2305,2.5.1.129
b2312,purF,amidophosphoribosyltransferase,,ade; ECK2306; purC,2.4.2.14
b2313,cvpA,colicin V production protein,,dedE; ECK2307,
b2314,dedD,cell division protein DedD,,ECK2308,
b2315,folC,bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase,,dedC; ECK2309,6.3.2.12; 6.3.2.17
b2316,accD,acetyl-CoA carboxyltransferase subunit beta,,dedB; ECK2310; usg,2.1.3.15
b2317,dedA,DedA family protein DedA,,ECK2311,
b2318,truA,tRNA pseudouridine(38-40) synthase,,asuC; ECK2312; hisT; leuK,5.4.99.12
b2319,usg,putative semialdehyde dehydrogenase Usg,,ECK2313; usg-1,
b2320,pdxB,erythronate-4-phosphate dehydrogenase,,ECK2314; usg-2,1.1.1.290
b2321,flk,putative flagella assembly protein,,div; ECK2315,
b2322,yfcJ,putative transporter YfcJ,,ECK2316,
b2323,fabB,3-oxoacyl-[acyl carrier protein] synthase 1,,ECK2317; fabC,2.3.1.41; 4.1.1.124
b2324,mnmC,fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase,,ECK2318; trmC; yfcK,2.1.1.61
b2325,yfcL,PF08891 family protein YfcL,,ECK2319,
b2326,epmC,EF-P-Lys34 hydroxylase,,ECK2320; yfcM,
b2327,yfcA,putative transporter YfcA,,ECK2321,
b2328,mepA,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,,ECK2322,
b2329,aroC,chorismate synthase,,ECK2323,4.2.3.5
b2330,prmB,ribosomal protein L3 N(5)-glutamine methyltransferase,,ECK2324; yfcB,2.1.1.298
b2331,smrB,ribosome rescue factor SmrB,,ECK2325; yfcN,
b2332,yfcO,DUF2544 domain-containing protein YfcO,,ECK2326,
b2333,yfcP,putative fimbrial protein YfcP,,ECK2327,
b2334,yfcQ,putative fimbrial protein YfcQ,,ECK2328,
b2335,yfcR,putative fimbrial protein YfcR,,ECK2329,
b2336,yfcS,putative fimbrial chaperone YfcS,,ECK2330,
b4661,yfcU,,,b2337; b2338; ECK2331; ECK2332; yfcT,
b2339,yfcV,putative fimbrial protein YfcV,,ECK2333,
b2340,sixA,phosphohistidine phosphatase SixA,,ECK2334; yfcW,
b2341,fadJ,multifunctional 3-hydroxyacyl-CoA dehydrogenase/3-hydroxyacyl-CoA epimerase/enoyl-CoA hydratase FadJ,,ECK2335; yfcX,1.1.1.35; 4.2.1.17; 4.2.1.74; 5.1.2.3; 5.3.3.8
b2342,fadI,3-ketoacyl-CoA thiolase FadI,,ECK2336; yfcY,2.3.1.16
b2343,yfcZ,DUF406 domain-containing protein YfcZ,,ECK2337,
b2344,fadL,long-chain fatty acid outer membrane channel/bacteriophage T2 receptor,,ECK2338; ttr,
b2345,yfdF,protein YfdF,,ECK2339,
b2346,mlaA,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,,ECK2340; vacJ,
b2347,yfdC,inner membrane protein YfdC,,ECK2341,
b2348,argW,tRNA-Arg,,ECK2342,
b2349,intS,prophage CPS-53 integrase,,ECK2343; intC; yfdB,
b2350,yfdG,putative bactoprenol-linked glucose translocase,,ECK2344; gtrA,
b2351,yfdH,bactoprenol glucosyl transferase,,ECK2345; gtrB,2.4.1.78
b2352,yfdI,serotype-specific glucosyl transferase YfdI,,ECK2346; gtrIV; gtrS,
b4780,yodE,toxic protein YodE,,ECK4637,
b2353,tfaS,,,ECK2347; yfdJ,
b2354,yfdK,putative tail fiber assembly protein YfdK,,ECK2348,
b2355,yfdL,,,ECK2349,
b2356,yfdM,putative methyltransferase YfdM,,ECK2350; yzyB,
b2357,yfdN,uncharacterized protein YfdN,,ECK2351; yzyA,
b2358,yfdO,protein YdfO,,ECK2352; oweS,
b2359,yfdP,uncharacterized protein YfdP,,ECK2353,
b2360,yfdQ,DUF2303 domain-containing protein YfdQ,,ECK2354,
b2361,yfdR,5'-deoxynucleotidase,,ECK2355,3.1.3.89
b2362,yfdS,protein YfdS,,ECK2356,
b2363,yfdT,protein YfdT,,ECK2357,
b4545,ypdJ,putative uncharacterized protein YpdJ,,ECK2358,
b4501,torI,prophage CPS-53 recombination directionality factor and response regulator inhibitor,,ECK2359,
b4643,pawZ,,,ECK4464,
b2364,dsdC,DNA-binding transcriptional dual regulator DsdC,,ECK2360,
b2365,dsdX,D-serine transporter,,dsdC; ECK2361; yfdA; yfdD,
b2366,dsdA,D-serine ammonia-lyase,,ECK2362,4.3.1.18
b2367,emrY,tripartite efflux pump membrane subunit EmrY,,ECK2363,
b2368,emrK,tripartite efflux pump membrane fusion protein EmrK,,ECK2364,
b4781,evgL,protein EvgL,,ECK4638,
b2369,evgA,DNA-binding transcriptional activator EvgA,,ECK2365,
b2370,evgS,sensor histidine kinase EvgS,,ECK2366,2.7.13.3
b2371,yfdE,acetyl-CoA:oxalate CoA-transferase,,ECK2367,2.8.3.19
b2372,yfdV,putative transport protein YfdV,,ECK2368,
b2373,oxc,oxalyl-CoA decarboxylase,,ECK2369; yfdU,4.1.1.8
b2374,frc,formyl-CoA transferase,,ECK2370; yfdW,2.8.3.16
b2375,yfdX,protein YfdX,,ECK2371,
b2376,ypdI,colanic acid synthesis putative lipoprotein YpdI,,ECK2372,
b2377,yfdY,DUF2545 domain-containing protein YfdY,,ECK2373,
b2378,lpxP,palmitoleoyl acyltransferase,,ddg; ECK2374,2.3.1.242
b4680,ypdK,putative membrane protein YpdK,,ECK4495,
b2379,alaC,glutamate--pyruvate aminotransferase AlaC,,ECK2375; yfdZ,2.6.1.2
b2380,pyrS,sensor histidine kinase PyrS,,ECK2376; ypdA,2.7.13.3
b2381,pyrR,DNA-binding transcriptional activator PyrR,,ECK2377; ypdB,
b2382,ypdC,putative AraC-type DNA-binding transcriptional regulator YpdC,,ECK2378,
b2383,fryA,putative PTS multiphosphoryl transfer protein FryA,,ECK2379; ypdD,
b2384,ypdE,aminopeptidase YpdE,,ECK2380,
b2385,ypdF,aminopeptidase YpdF,,ECK2381,
b2386,fryC,putative PTS enzyme IIC component FryC,,ECK2382; ypdG,
b2387,fryB,putative PTS enzyme IIB component FryB,,ECK2383; ypdH,
b2388,glk,glucokinase,,ECK2384,2.7.1.2; 2.7.1.8
b2389,yfeO,putative transport protein YfeO,,ECK2385,
b2390,ypeC,DUF2502 domain-containing protein YpeC,,ECK2386,
b2392,mntH,Mn(2(+)):H(+) symporter,,ECK2387; mntA; yfeP,
b4819,ypeD,protein YpeD,,ECK4676,
b2393,nupC,nucleoside:H(+) symporter NupC,,cru; ECK2388,
b2394,insL3,putative IS186/IS421 transposase,,ECK0016; yi81-3,
b2395,pdeA,putative cyclic di-GMP phosphodiesterase PdeA,,ECK2389; yfeA,
b2396,alaX,tRNA-Ala,,alaWbeta; ECK2390,
b2397,alaW,tRNA-Ala,,alaWalpha; ECK2391,
b2398,yfeC,DNA-binding transcriptional dual regulator YfeC,,ECK2392,
b2399,yfeD,putative DNA-binding transcriptional regulator YfeD,,ECK2393,
b2400,gltX,glutamate--tRNA ligase,,ECK2394; gltM; gluRS,6.1.1.17
b2401,valU,tRNA-Val,,ECK2395; valUalpha,
b2402,valX,tRNA-Val,,ECK2396; valU-beta; valUbeta,
b2403,valY,tRNA-Val,,ECK2397; valUgamma,
b2404,lysV,tRNA-Lys,,ECK2398; supN,
b2405,xapR,DNA-binding transcriptional activator XapR,,ECK2399; pndR; pRndR; yfeB,
b2406,xapB,xanthosine:H(+) symporter XapB,,ECK2400,
b2407,xapA,xanthosine phosphorylase,,ECK2401; pndA,2.4.2.15
b2408,yfeN,putative outer membrane porin YfeN,,ECK2402,
b2409,yfeR,putative DNA-binding transcriptional regulator YfeR,,ECK2403,
b2410,yfeH,putative solute:Na(+) symporter,,ECK2404,
b4546,ypeB,PF12843 family protein YpeB,,ECK2405,
b2411,ligA,DNA ligase,,dnaL; ECK2406; lig; lop; pdeC,6.5.1.2
b2412,zipA,cell division protein ZipA,,ECK2407,
b2413,cysZ,sulfate:H(+) symporter,,ECK2408,
b2414,cysK,cysteine synthase A,,ECK2409; ssi5,2.5.1.47; 4.4.1.1
b2415,ptsH,phosphocarrier protein HPr,,ctr; ECK2410; hpr,
b2416,ptsI,PTS enzyme I,,ctr; ECK2411,
b2417,crr,Enzyme IIA(Glc),,ECK2412; gsr; iex; tgs; treD,2.7.1.192; 2.7.1.199; 2.7.1.201
b2418,pdxK,pyridoxine/pyridoxal/pyridoxamine kinase,,ECK2413; pdxL; yfeI,2.7.1.35; 2.7.1.49
b2419,yfeK,DUF5329 domain-containing protein YfeK,,ECK2414,
b2420,yfeS,PF05406 family protein YfeS,,ECK2415,
b2421,cysM,cysteine synthase B,,ECK2416,2.5.1.144; 2.5.1.47; 4.4.1.1
b2422,cysA,sulfate/thiosulfate ABC transporter ATP binding subunit,,ECK2417,7.3.2.3; 7.3.2.5
b2423,cysW,sulfate/thiosulfate ABC transporter inner membrane subunit CysW,,ECK2418,7.3.2.3; 7.3.2.5
b2424,cysU,sulfate/thiosulfate ABC transporter inner membrane subunit CysU,,cysT; ECK2419,7.3.2.3; 7.3.2.5
b2425,cysP,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,,ECK2420,7.3.2.3; 7.3.2.5
b2426,ucpA,oxidoreductase UcpA,,ECK2421; yfeF,1.1.1.304
b2427,murR,DNA-binding transcriptional dual regulator MurR,,ECK2422; yfeT,
b2428,murQ,N-acetylmuramic acid 6-phosphate etherase,,ECK2423; yfeU,4.2.1.126
b2429,murP,N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter,,ECK2424; yfeV,2.7.1.192
b2430,yfeW,penicillin binding protein 4B,,ECK2425,
b2431,yfeX,porphyrinogen peroxidase,,ECK2426,1.11.1.19; 4.98.1.1
b2432,yfeY,DUF1131 domain-containing lipoprotein YfeY,,ECK2427,
b2433,yfeZ,putative inner membrane protein,,ECK2428,
b2434,ypeA,putative acetyltransferase YpeA,,ECK2429,
b2435,amiA,N-acetylmuramoyl-L-alanine amidase A,,ECK2430; yfeE,3.5.1.28
b2436,hemF,coproporphyrinogen III oxidase,,ECK2431; popB; sec,1.3.3.3
b2437,eutR,putative DNA-binding transcriptional regulator EutR,,ECK2432; yfeG,
b2438,eutK,"putative structural protein, ethanolamine utilization microcompartment",,ECK2433; yffI,
b2439,eutL,"putative structural protein, ethanolamine utilization microcompartment",,ECK2434; yffJ,
b2440,eutC,ethanolamine ammonia-lyase subunit beta,,ECK2435,4.3.1.7
b2441,eutB,ethanolamine ammonia-lyase subunit alpha,,ECK2436,4.3.1.7
b2442,intZ,putative phage integrase IntZ,,ECK2437,
b2443,yffL,uncharacterized protein YffL,,ECK2438,
b2444,yffM,uncharacterized protein YffM,,ECK2439,
b2445,yffN,uncharacterized protein YffN,,ECK2440,
b2446,yffO,uncharacterized protein YffO,,ECK2441,
b2447,yffP,uncharacterized protein YffP,,ECK2442,
b2448,yffQ,uncharacterized protein YffQ,,ECK2443,
b2449,yffR,uncharacterized protein YffR,,ECK2444,
b2450,yffS,uncharacterized protein YffS,,ECK2445,
b2451,eutA,ethanolamine ammonia-lyase reactivase EutA,,ECK2446; yffT,
b2452,eutH,putative ethanolamine permease EutH,,ECK2447; yffU,
b2453,eutG,putative alcohol dehydrogenase EutG,,ECK2448; yffV,
b2454,eutJ,putative ethanolamine utilization chaperonin EutJ,,ECK2449; yffW,
b2455,eutE,acetaldehyde dehydrogenase (acetylating) EutE,,ECK2450; yffX,1.2.1.10
b2456,eutN,putative ethanolamine catabolic microcompartment shell protein EutN,,cchB; ECK2451; yffY,
b2457,eutM,putative ethanolamine catabolic microcompartment shell protein EutM,,cchA; ECK2452; yffZ,
b2458,eutD,phosphate acetyltransferase EutD,,ECK2453; eutI; ypfA,2.3.1.8
b2459,eutT,putative ethanolamine utilization cobalamin adenosyltransferase,,ECK2454; ypfB,
b2460,eutQ,putative ethanolamine utilization acetate kinase EutQ,,ECK2455; ypfC,
b2461,eutP,putative ethanolamine utilization acetate kinase EutP,,ECK2456; ypfD,
b2462,eutS,putative ethanolamine catabolic microcompartment shell protein EutS,,ECK2457; ypfE,
b2463,maeB,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)),,ECK2458; ypfF,1.1.1.40; 4.1.1.101
b2464,talA,transaldolase A,,ECK2459,2.2.1.2
b2465,tktB,transketolase 2,,ECK2460,2.2.1.1
b2466,ypfG,DUF1176 domain-containing protein YpfG,,ECK2461,
b2467,nudK,GDP-mannose hydrolase,,ECK2462; yffH,
b2468,aegA,putative oxidoreductase AegA,,ECK2463; yffG,
b2469,narQ,sensor histidine kinase NarQ,,ECK2464,2.7.13.3
b2470,acrD,multidrug efflux pump RND permease AcrD,,ECK2465; yffA,
b4606,ypfM,uncharacterized protein YpfM,,ECK4415,
b2471,yffB,putative reductase YffB,,ECK2466,
b2472,dapE,succinyl-diaminopimelate desuccinylase,,ECK2467; msgB,3.5.1.18
b4547,ypfN,PF13980 family protein YpfN,,ECK2468,
b2473,ypfH,esterase YpfH,,ECK2469,
b2474,tmcA,tRNA(Met) cytidine acetyltransferase,,ECK2470; ypfI,2.3.1.193
b2475,ypfJ,uncharacterized protein YpfJ,,ECK2471,
b2476,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,,ade; ade(g); ECK2472,6.3.2.6
b2477,bamC,outer membrane protein assembly factor BamC,,dapX; ECK2473; nlpB,
b2478,dapA,4-hydroxy-tetrahydrodipicolinate synthase,,ECK2474,4.3.3.7
b2479,gcvR,transcriptional regulator GcvR,,ECK2475; yffD,
b2480,bcp,thiol peroxidase,,ECK2476,1.11.1.24
b2481,hyfA,hydrogenase 4 component A,,ECK2477; yffE,
b2482,hyfB,hydrogenase 4 component B,,ECK2478; yffF,
b2483,hyfC,hydrogenase 4 component C,,ECK2479,
b2484,hyfD,hydrogenase 4 component D,,ECK2480,
b2485,hyfE,hydrogenase 4 component E,,ECK2481,
b2486,hyfF,hydrogenase 4 component F,,ECK2482,
b2487,hyfG,hydrogenase 4 catalytic subunit HyfG,,ECK2483,
b2488,hyfH,hydrogenase 4 component H,,ECK2484,
b2489,hyfI,hydrogenase 4 catalytic subunit HyfI,,ECK2485,
b2490,hyfJ,putative hydrogenase 4 assembly protein,,ECK2486,
b2491,hyfR,DNA-binding transcriptional activator HyfR,,ECK2487,
b2492,focB,formate channel FocB,,ECK2488,
b2493,yfgO,putative transporter YfgO,,ECK2489; perM,
b2494,bepA,beta-barrel assembly-enhancing protease,,ECK2490; yfgC,3.4.21.107
b2495,yfgD,putative oxidoreductase YfgD,,ECK2491,
b2496,hda,inibitor of reinitiation of DNA replication,,ECK2492; idaB; yfgE,
b2497,uraA,uracil:H(+) symporter UraA,,ECK2493,
b2498,upp,uracil phosphoribosyltransferase,,ECK2494; uraP,2.4.2.9
b2499,purM,phosphoribosylformylglycinamide cyclo-ligase,,ECK2495; purG; purI,6.3.3.1
b2500,purN,phosphoribosylglycinamide formyltransferase 1,,ade; ade(c); ECK2496,2.1.2.2
b2501,ppk,polyphosphate kinase,,ECK2497,2.7.4.1
b2502,ppx,exopolyphosphatase,,ECK2498,3.6.1.11
b2503,pdeF,cyclic di-GMP phosphodiesterase PdeF,,ECK2499; yfgF,3.1.4.52
b2504,yfgG,Ni/Co stress response protein YfgG,,ECK2500,
b2505,yfgH,lipoprotein YfgH,,ECK2501,
b2506,yfgI,nalidixic acid resistance protein YfgI,,ECK2502,
b2507,guaA,GMP synthetase,,ECK2503,6.3.5.2
b2508,guaB,inosine 5'-monophosphate dehydrogenase,,ECK2504; guaR,1.1.1.205
b2509,xseA,exodeoxyribonuclease VII subunit XseA,,ECK2505; xse,3.1.11.6
